witness_id,witness_type,source_a_id,source_a_name,source_b_id,source_b_name,path_a,path_b,target_id,target_name,same_source,interpretation,result
diamond:R2:R3:3467,same_source_direct_diamond,3467,Phrygian +𝄪4,3467,Phrygian +𝄪4,R2;R3,R3;R2,3477,Ionian +♯64,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3475,same_source_direct_diamond,3475,Enigmatic 𝄪4,3475,Enigmatic 𝄪4,R2;R3,R3;R2,3493,Ionian +♯3♯6𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3477,same_source_direct_diamond,3477,Ionian +♯64,3477,Ionian +♯64,R2;R3,R3;R2,3497,Superlydian Augmented 𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3491,same_source_direct_diamond,3491,Superlydian Augmented ♭2𝄪4,3491,Superlydian Augmented ♭2𝄪4,R2;R3,R3;R2,3525,Scale 3525,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3493,same_source_direct_diamond,3493,Ionian +♯3♯6𝄪4,3493,Ionian +♯3♯6𝄪4,R2;R3,R3;R2,3529,Superlydian Augmented 𝄪3𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3497,same_source_direct_diamond,3497,Superlydian Augmented 𝄪4,3497,Superlydian Augmented 𝄪4,R2;R3,R3;R2,3537,Scale 3537,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3627,same_source_direct_diamond,3627,Neapolitan Maj 5♯6,3627,Neapolitan Maj 5♯6,R2;R3,R3;R2,3637,Rāga Rageshri,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3659,same_source_direct_diamond,3659,Phrygian +5,3659,Phrygian +5,R2;R3,R3;R2,3669,Ionian ♯4𝄪5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3667,same_source_direct_diamond,3667,Lydian ♭25♯6,3667,Lydian ♭25♯6,R2;R3,R3;R2,3685,7-Z18 rooted state 3685,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3669,same_source_direct_diamond,3669,Ionian ♯4𝄪5♯6,3669,Ionian ♯4𝄪5♯6,R2;R3,R3;R2,3689,Scale 3689,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3723,same_source_direct_diamond,3723,Phrygian +45,3723,Phrygian +45,R2;R3,R3;R2,3733,Ionian 𝄪4𝄪5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3731,same_source_direct_diamond,3731,Aeryrian,3731,Aeryrian,R2;R3,R3;R2,3749,Rāga Sorati,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3733,same_source_direct_diamond,3733,Ionian 𝄪4𝄪5♯6,3733,Ionian 𝄪4𝄪5♯6,R2;R3,R3;R2,3753,Superaugmented ♯3𝄪4𝄪5,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3747,same_source_direct_diamond,3747,Superlydian Augmented ♭2𝄪4𝄪5,3747,Superlydian Augmented ♭2𝄪4𝄪5,R2;R3,R3;R2,3781,Kaikian Mode VII,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3749,same_source_direct_diamond,3749,Rāga Sorati,3749,Rāga Sorati,R2;R3,R3;R2,3785,Scale 3785,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3753,same_source_direct_diamond,3753,Superaugmented ♯3𝄪4𝄪5,3753,Superaugmented ♯3𝄪4𝄪5,R2;R3,R3;R2,3793,Superlydian Augmented 𝄪2𝄪3𝄪4𝄪5,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3851,same_source_direct_diamond,3851,Phrygian +5♯4,3851,Phrygian +5♯4,R2;R3,R3;R2,3861,Ionian ♯45♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3859,same_source_direct_diamond,3859,7-3 rooted state 3859,3859,7-3 rooted state 3859,R2;R3,R3;R2,3877,Ionian ♯3♯45♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3861,same_source_direct_diamond,3861,Ionian ♯45♯6,3861,Ionian ♯45♯6,R2;R3,R3;R2,3881,Tanarupi III,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3875,same_source_direct_diamond,3875,7-3 rooted state 3875,3875,7-3 rooted state 3875,R2;R3,R3;R2,3909,Superlydian Augmented ♮235♯4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3877,same_source_direct_diamond,3877,Ionian ♯3♯45♯6,3877,Ionian ♯3♯45♯6,R2;R3,R3;R2,3913,Bonian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3881,same_source_direct_diamond,3881,Tanarupi III,3881,Tanarupi III,R2;R3,R3;R2,3921,Superlydian Augmented 23♯45,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3907,same_source_direct_diamond,3907,YUTian,3907,YUTian,R2;R3,R3;R2,3973,Superlydian Augmented ♮25♯34,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3909,same_source_direct_diamond,3909,Superlydian Augmented ♮235♯4,3909,Superlydian Augmented ♮235♯4,R2;R3,R3;R2,3977,Scale 3977,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3913,same_source_direct_diamond,3913,Bonian,3913,Bonian,R2;R3,R3;R2,3985,7-3 rooted state 3985,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R3:3921,same_source_direct_diamond,3921,Superlydian Augmented 23♯45,3921,Superlydian Augmented 23♯45,R2;R3,R3;R2,4001,Superlydian Augmented ♯2♯3♯45,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:499,same_source_direct_diamond,499,Major Locrian ♭26♭7,499,Major Locrian ♭26♭7,R2;L3,L3;R2,493,Locrian ♮2♭♭6♭♭♭7,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:755,same_source_direct_diamond,755,Ionian ♭2♭5𝄫6𝄫7,755,Ionian ♭2♭5𝄫6𝄫7,R2;L3,L3;R2,749,Locrian ♮2♭♭6♭♭7,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:883,same_source_direct_diamond,883,Scale 883,883,Scale 883,R2;L3,L3;R2,877,Hungarian Major Inverse,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:947,same_source_direct_diamond,947,Scale 947,947,Scale 947,R2;L3,L3;R2,941,Rāga Jhankara Bhramavi,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:979,same_source_direct_diamond,979,Scale 979,979,Scale 979,R2;L3,L3;R2,973,7-19 rooted state 973,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:995,same_source_direct_diamond,995,Lydian ♭2♯3♭67,995,Lydian ♭2♯3♭67,R2;L3,L3;R2,981,Mela Kantamani,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:997,same_source_direct_diamond,997,Tanarupi IV,997,Tanarupi IV,R2;L3,L3;R2,985,Scale 985,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1267,same_source_direct_diamond,1267,7-19 rooted state 1267,1267,7-19 rooted state 1267,R2;L3,L3;R2,1261,Modified Blues,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1395,same_source_direct_diamond,1395,Locrian Dominant,1395,Locrian Dominant,R2;L3,L3;R2,1389,Half-Diminished,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1459,same_source_direct_diamond,1459,Phrygian Dominant,1459,Phrygian Dominant,R2;L3,L3;R2,1453,Aeolian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1491,same_source_direct_diamond,1491,Namanarayani,1491,Namanarayani,R2;L3,L3;R2,1485,Mela Sanmukhapriya,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1507,same_source_direct_diamond,1507,Lydian ♭7♭2♭6♯3,1507,Lydian ♭7♭2♭6♯3,R2;L3,L3;R2,1493,Lydian Minor,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1509,same_source_direct_diamond,1509,Lydian Minor ♯3,1509,Lydian Minor ♯3,R2;L3,L3;R2,1497,Jyoti Swarupini,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1651,same_source_direct_diamond,1651,Tsinganikos,1651,Tsinganikos,R2;L3,L3;R2,1645,Dorian ♭5,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1715,same_source_direct_diamond,1715,Dominant ♭2,1715,Dominant ♭2,R2;L3,L3;R2,1709,Dorian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1747,same_source_direct_diamond,1747,Lydian 7♭2,1747,Lydian 7♭2,R2;L3,L3;R2,1741,Dorian ♯4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1763,same_source_direct_diamond,1763,Lydian 7♭2♯3,1763,Lydian 7♭2♯3,R2;L3,L3;R2,1749,Acoustic,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1765,same_source_direct_diamond,1765,Lydian ♭7♯3,1765,Lydian ♭7♯3,R2;L3,L3;R2,1753,Hungarian Major,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1843,same_source_direct_diamond,1843,7-21 rooted state 1843,1843,7-21 rooted state 1843,R2;L3,L3;R2,1837,Dorian Augmented,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1875,same_source_direct_diamond,1875,Persichetti,1875,Persichetti,R2;L3,L3;R2,1869,Lydian 7+♭3,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1891,same_source_direct_diamond,1891,Hijaz Major,1891,Hijaz Major,R2;L3,L3;R2,1877,Aeroptian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1893,same_source_direct_diamond,1893,Lydian 7+♯3,1893,Lydian 7+♯3,R2;L3,L3;R2,1881,Lydian 7+♯2,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1939,same_source_direct_diamond,1939,Dominant +♭2𝄪4,1939,Dominant +♭2𝄪4,R2;L3,L3;R2,1933,Dorian +𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1955,same_source_direct_diamond,1955,Dominant +♭2♯3𝄪4,1955,Dominant +♭2♯3𝄪4,R2;L3,L3;R2,1941,Dominant +𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1957,same_source_direct_diamond,1957,Dominant +♯3𝄪4,1957,Dominant +♯3𝄪4,R2;L3,L3;R2,1945,7-Z18 rooted state 1945,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1987,same_source_direct_diamond,1987,7-4 rooted state 1987,1987,7-4 rooted state 1987,R2;L3,L3;R2,1957,Dominant +♯3𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1989,same_source_direct_diamond,1989,Dominant +34,1989,Dominant +34,R2;L3,L3;R2,1961,Dominant +♯2♯3𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:1993,same_source_direct_diamond,1993,Dominant +♯234,1993,Dominant +♯234,R2;L3,L3;R2,1969,Dominant +♯3𝄪2♭4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2291,same_source_direct_diamond,2291,Scale 2291,2291,Scale 2291,R2;L3,L3;R2,2285,Supine,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2419,same_source_direct_diamond,2419,Rāga Suddha Pancama,2419,Rāga Suddha Pancama,R2;L3,L3;R2,2413,Harmonic Minor ♭5,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2483,same_source_direct_diamond,2483,Double Harmonic,2483,Double Harmonic,R2;L3,L3;R2,2477,Harmonic Minor,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2515,same_source_direct_diamond,2515,Chromatic Hypolydian,2515,Chromatic Hypolydian,R2;L3,L3;R2,2509,Double Harmonic Minor,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2531,same_source_direct_diamond,2531,Scale 2531,2531,Scale 2531,R2;L3,L3;R2,2517,Lydian Harmonic Major,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2533,same_source_direct_diamond,2533,7-19 rooted state 2533,2533,7-19 rooted state 2533,R2;L3,L3;R2,2521,Scale 2521,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2675,same_source_direct_diamond,2675,Chromatic Lydian,2675,Chromatic Lydian,R2;L3,L3;R2,2669,Jeths' Mode,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2739,same_source_direct_diamond,2739,Rāga Supradhipam,2739,Rāga Supradhipam,R2;L3,L3;R2,2733,Melodic Minor,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2771,same_source_direct_diamond,2771,Mela Gamanasrama,2771,Mela Gamanasrama,R2;L3,L3;R2,2765,Lydian Diminished,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2787,same_source_direct_diamond,2787,Lydian ♭2♯3,2787,Lydian ♭2♯3,R2;L3,L3;R2,2773,Lydian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2789,same_source_direct_diamond,2789,Lydian ♯3,2789,Lydian ♯3,R2;L3,L3;R2,2777,Aeolian Harmonic,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2867,same_source_direct_diamond,2867,7-21 rooted state 2867,2867,7-21 rooted state 2867,R2;L3,L3;R2,2861,Melodic +,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2899,same_source_direct_diamond,2899,Lydian Augmented ♭2,2899,Lydian Augmented ♭2,R2;L3,L3;R2,2893,Lydian Augmented ♭3,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2915,same_source_direct_diamond,2915,Scale 2915,2915,Scale 2915,R2;L3,L3;R2,2901,Lydian Augmented,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2917,same_source_direct_diamond,2917,Lydian Augmented ♯3,2917,Lydian Augmented ♯3,R2;L3,L3;R2,2905,Aeolian Flat,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2963,same_source_direct_diamond,2963,Ionian +♭2𝄪4,2963,Ionian +♭2𝄪4,R2;L3,L3;R2,2957,Melodic +4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2979,same_source_direct_diamond,2979,Ionian +♭2♯3𝄪4,2979,Ionian +♭2♯3𝄪4,R2;L3,L3;R2,2965,Ionian +𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:2981,same_source_direct_diamond,2981,Noh,2981,Noh,R2;L3,L3;R2,2969,Scale 2969,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3011,same_source_direct_diamond,3011,7-5 rooted state 3011,3011,7-5 rooted state 3011,R2;L3,L3;R2,2981,Noh,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3013,same_source_direct_diamond,3013,Ionian +𝄪34,3013,Ionian +𝄪34,R2;L3,L3;R2,2985,Ionian +♯23𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3017,same_source_direct_diamond,3017,Scale 3017,3017,Scale 3017,R2;L3,L3;R2,2993,Ionian +♯324,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3187,same_source_direct_diamond,3187,Scale 3187,3187,Scale 3187,R2;L3,L3;R2,3181,Melodic ♭5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3251,same_source_direct_diamond,3251,7-19 rooted state 3251,3251,7-19 rooted state 3251,R2;L3,L3;R2,3245,Rāga Daulati,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3283,same_source_direct_diamond,3283,7-19 rooted state 3283,3283,7-19 rooted state 3283,R2;L3,L3;R2,3277,7-21 rooted state 3277,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3299,same_source_direct_diamond,3299,Scale 3299,3299,Scale 3299,R2;L3,L3;R2,3285,Mela Citrambari,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3301,same_source_direct_diamond,3301,Rāga Loom Sarang,3301,Rāga Loom Sarang,R2;L3,L3;R2,3289,Rasikapriya,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3379,same_source_direct_diamond,3379,7-Z18 rooted state 3379,3379,7-Z18 rooted state 3379,R2;L3,L3;R2,3373,Melodic +♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3411,same_source_direct_diamond,3411,Enigmatic,3411,Enigmatic,R2;L3,L3;R2,3405,Phrygian +♮2,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3427,same_source_direct_diamond,3427,Phrygian +♯3,3427,Phrygian +♯3,R2;L3,L3;R2,3413,Leading Whole-Tone,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3429,same_source_direct_diamond,3429,Lydian +♯36,3429,Lydian +♯36,R2;L3,L3;R2,3417,Lydian +♯26,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3475,same_source_direct_diamond,3475,Enigmatic 𝄪4,3475,Enigmatic 𝄪4,R2;L3,L3;R2,3469,Melodic +♯6𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3491,same_source_direct_diamond,3491,Superlydian Augmented ♭2𝄪4,3491,Superlydian Augmented ♭2𝄪4,R2;L3,L3;R2,3477,Ionian +♯64,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3493,same_source_direct_diamond,3493,Ionian +♯3♯6𝄪4,3493,Ionian +♯3♯6𝄪4,R2;L3,L3;R2,3481,Scale 3481,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3523,same_source_direct_diamond,3523,7-5 rooted state 3523,3523,7-5 rooted state 3523,R2;L3,L3;R2,3493,Ionian +♯3♯6𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3525,same_source_direct_diamond,3525,Scale 3525,3525,Scale 3525,R2;L3,L3;R2,3497,Superlydian Augmented 𝄪4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3529,same_source_direct_diamond,3529,Superlydian Augmented 𝄪3𝄪4,3529,Superlydian Augmented 𝄪3𝄪4,R2;L3,L3;R2,3505,Superlydian Augmented 24,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3635,same_source_direct_diamond,3635,Ionian ♭25♯6,3635,Ionian ♭25♯6,R2;L3,L3;R2,3629,Melodic 𝄪5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3667,same_source_direct_diamond,3667,Lydian ♭25♯6,3667,Lydian ♭25♯6,R2;L3,L3;R2,3661,Melodic ♯4𝄪5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3683,same_source_direct_diamond,3683,Phrygian +♯35,3683,Phrygian +♯35,R2;L3,L3;R2,3669,Ionian ♯4𝄪5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3685,same_source_direct_diamond,3685,7-Z18 rooted state 3685,3685,7-Z18 rooted state 3685,R2;L3,L3;R2,3673,Scale 3673,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3731,same_source_direct_diamond,3731,Aeryrian,3731,Aeryrian,R2;L3,L3;R2,3725,Eurean Mode VI,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3747,same_source_direct_diamond,3747,Superlydian Augmented ♭2𝄪4𝄪5,3747,Superlydian Augmented ♭2𝄪4𝄪5,R2;L3,L3;R2,3733,Ionian 𝄪4𝄪5♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3749,same_source_direct_diamond,3749,Rāga Sorati,3749,Rāga Sorati,R2;L3,L3;R2,3737,Scale 3737,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3779,same_source_direct_diamond,3779,7-4 rooted state 3779,3779,7-4 rooted state 3779,R2;L3,L3;R2,3749,Rāga Sorati,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3781,same_source_direct_diamond,3781,Kaikian Mode VII,3781,Kaikian Mode VII,R2;L3,L3;R2,3753,Superaugmented ♯3𝄪4𝄪5,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3785,same_source_direct_diamond,3785,Scale 3785,3785,Scale 3785,R2;L3,L3;R2,3761,Rāga Madhuri,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3859,same_source_direct_diamond,3859,7-3 rooted state 3859,3859,7-3 rooted state 3859,R2;L3,L3;R2,3853,7-4 rooted state 3853,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3875,same_source_direct_diamond,3875,7-3 rooted state 3875,3875,7-3 rooted state 3875,R2;L3,L3;R2,3861,Ionian ♯45♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3877,same_source_direct_diamond,3877,Ionian ♯3♯45♯6,3877,Ionian ♯3♯45♯6,R2;L3,L3;R2,3865,Ionian ♯2♯45♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3907,same_source_direct_diamond,3907,YUTian,3907,YUTian,R2;L3,L3;R2,3877,Ionian ♯3♯45♯6,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3909,same_source_direct_diamond,3909,Superlydian Augmented ♮235♯4,3909,Superlydian Augmented ♮235♯4,R2;L3,L3;R2,3881,Tanarupi III,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3913,same_source_direct_diamond,3913,Bonian,3913,Bonian,R2;L3,L3;R2,3889,Raghupriya III,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3971,same_source_direct_diamond,3971,7-1 terminal cluster state 3971,3971,7-1 terminal cluster state 3971,R2;L3,L3;R2,3909,Superlydian Augmented ♮235♯4,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3973,same_source_direct_diamond,3973,Superlydian Augmented ♮25♯34,3973,Superlydian Augmented ♮25♯34,R2;L3,L3;R2,3913,Bonian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3977,same_source_direct_diamond,3977,Scale 3977,3977,Scale 3977,R2;L3,L3;R2,3921,Superlydian Augmented 23♯45,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:L3:3985,same_source_direct_diamond,3985,7-3 rooted state 3985,3985,7-3 rooted state 3985,R2;L3,L3;R2,3937,Scale 3937,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:475,same_source_direct_diamond,475,Alt 6♭7,475,Alt 6♭7,R2;R4,R4;R2,493,Locrian ♮2♭♭6♭♭♭7,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:731,same_source_direct_diamond,731,Alternating Heptamode,731,Alternating Heptamode,R2;R4,R4;R2,749,Locrian ♮2♭♭6♭♭7,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:859,same_source_direct_diamond,859,Ultralocrian,859,Ultralocrian,R2;R4,R4;R2,877,Hungarian Major Inverse,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:923,same_source_direct_diamond,923,Alt ♮5𝄫7,923,Alt ♮5𝄫7,R2;R4,R4;R2,941,Rāga Jhankara Bhramavi,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:939,same_source_direct_diamond,939,Rāga Malini,939,Rāga Malini,R2;R4,R4;R2,973,7-19 rooted state 973,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:947,same_source_direct_diamond,947,Scale 947,947,Scale 947,R2;R4,R4;R2,981,Mela Kantamani,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:949,same_source_direct_diamond,949,Mararanjani,949,Mararanjani,R2;R4,R4;R2,985,Scale 985,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:1243,same_source_direct_diamond,1243,Alt 6,1243,Alt 6,R2;R4,R4;R2,1261,Modified Blues,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:1371,same_source_direct_diamond,1371,Superlocrian,1371,Superlocrian,R2;R4,R4;R2,1389,Half-Diminished,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:1435,same_source_direct_diamond,1435,Maqam Saba Zamzam,1435,Maqam Saba Zamzam,R2;R4,R4;R2,1453,Aeolian,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:1451,same_source_direct_diamond,1451,Phrygian,1451,Phrygian,R2;R4,R4;R2,1485,Mela Sanmukhapriya,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
diamond:R2:R4:1459,same_source_direct_diamond,1459,Phrygian Dominant,1459,Phrygian Dominant,R2;R4,R4;R2,1493,Lydian Minor,true,A true local confluence witness: two distinct first steps from one source rejoin after one further step.,PASS
