counterexample_id,category,tested_claim,source_id,source_name,operator_a,operator_b,left_target_id,right_target_id,evidence_edge_id,explanation
commutation-domain:L1:L7:2411,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2411,Locrian ♮7,L1,L7,,2773,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2413,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2413,Harmonic Minor ♭5,L1,L7,,2777,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2419,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2419,Rāga Suddha Pancama,L1,L7,,2789,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2421,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2421,Harmonic Major ♭5,L1,L7,,2793,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2425,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2425,Scale 2425,L1,L7,,2801,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2447,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2447,Alt ♮5734,L1,L7,,2845,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2455,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2455,7-Z18 rooted state 2455,L1,L7,,2861,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2459,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2459,7-21 rooted state 2459,L1,L7,,2869,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2461,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2461,7-21 rooted state 2461,L1,L7,,2873,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2471,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2471,7-19 rooted state 2471,L1,L7,,2893,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2475,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2475,Neapolitan Minor,L1,L7,,2901,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2477,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2477,Harmonic Minor,L1,L7,,2905,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2483,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2483,Double Harmonic,L1,L7,,2917,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2485,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2485,Harmonic Major,L1,L7,,2921,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2489,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2489,Scale 2489,L1,L7,,2929,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2503,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2503,Scale 2503,L1,L7,,2957,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2507,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2507,Chromatic Lydian Inverse,L1,L7,,2965,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2509,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2509,Double Harmonic Minor,L1,L7,,2969,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2515,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2515,Chromatic Hypolydian,L1,L7,,2981,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2517,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2517,Lydian Harmonic Major,L1,L7,,2985,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2521,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2521,Scale 2521,L1,L7,,2993,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2531,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2531,Scale 2531,L1,L7,,3013,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2533,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2533,7-19 rooted state 2533,L1,L7,,3017,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2537,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2537,Scale 2537,L1,L7,,3025,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2545,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2545,Lydian 2♯3♭6,L1,L7,,3041,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2591,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2591,Quixotic,L1,L7,,3133,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2607,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2607,Alt ♮67345,L1,L7,,3165,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2615,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2615,Alt ♮67♭♭35,L1,L7,,3181,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2619,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2619,Alt ♮675,L1,L7,,3189,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2621,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2621,Euphoric,L1,L7,,3193,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2639,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2639,Alt ♮6734,L1,L7,,3229,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2647,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2647,Bohemian,L1,L7,,3245,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2651,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2651,7-25 rooted state 2651,L1,L7,,3253,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2653,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2653,Nomadic,L1,L7,,3257,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2663,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2663,7-Z18 rooted state 2663,L1,L7,,3277,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2667,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2667,Neapolitan Major ♭5,L1,L7,,3285,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2669,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2669,Jeths' Mode,L1,L7,,3289,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2675,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2675,Chromatic Lydian,L1,L7,,3301,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2677,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2677,Ionian ♭5,L1,L7,,3305,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2681,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2681,Scale 2681,L1,L7,,3313,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2703,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2703,Erratic Minor,L1,L7,,3357,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2711,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2711,Erratic,L1,L7,,3373,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2715,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2715,Neapolitan Major ♭4,L1,L7,,3381,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2717,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2717,Melodic ♭4,L1,L7,,3385,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2727,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2727,Rāga Manoranjani,L1,L7,,3405,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2731,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2731,Neapolitan Major,L1,L7,,3413,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2733,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2733,Melodic Minor,L1,L7,,3417,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2739,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2739,Rāga Supradhipam,L1,L7,,3429,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2741,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2741,Ionian,L1,L7,,3433,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2745,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2745,Rāga Sailadesakshi,L1,L7,,3441,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2759,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2759,Lydian ♭2♭♭3,L1,L7,,3469,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2763,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2763,Rāga Sauviram,L1,L7,,3477,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2765,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2765,Lydian Diminished,L1,L7,,3481,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2771,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2771,Mela Gamanasrama,L1,L7,,3493,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2773,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2773,Lydian,L1,L7,,3497,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2777,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2777,Aeolian Harmonic,L1,L7,,3505,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2787,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2787,Lydian ♭2♯3,L1,L7,,3525,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2789,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2789,Lydian ♯3,L1,L7,,3529,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2793,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2793,1sus4 & 7⁷,L1,L7,,3537,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2801,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2801,Rāga Hindolita,L1,L7,,3553,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2831,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2831,7-4 rooted state 2831,L1,L7,,3613,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2839,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2839,Kaikian Mode V,L1,L7,,3629,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2843,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2843,Neapolitan Major ♭4♯5,L1,L7,,3637,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2845,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2845,Melodic +♭4,L1,L7,,3641,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2855,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2855,Ionian +♭2𝄫3,L1,L7,,3661,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2859,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2859,Neapolitan Major ♯5,L1,L7,,3669,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2861,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2861,Melodic +,L1,L7,,3673,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2867,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2867,7-21 rooted state 2867,L1,L7,,3685,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2869,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2869,Major Augmented,L1,L7,,3689,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2873,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2873,Ionian Augmented ♯2,L1,L7,,3697,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2887,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2887,Zephyrean Mode VI,L1,L7,,3725,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2891,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2891,7-25 rooted state 2891,L1,L7,,3733,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2893,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2893,Lydian Augmented ♭3,L1,L7,,3737,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2899,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2899,Lydian Augmented ♭2,L1,L7,,3749,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2901,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2901,Lydian Augmented,L1,L7,,3753,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2905,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2905,Aeolian Flat,L1,L7,,3761,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2915,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2915,Scale 2915,L1,L7,,3781,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2917,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2917,Lydian Augmented ♯3,L1,L7,,3785,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2921,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2921,Lydian Augmented ♯2♯3,L1,L7,,3793,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2929,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2929,Lydian +♯32,L1,L7,,3809,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2951,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2951,7-5 rooted state 2951,L1,L7,,3853,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2955,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2955,Neapolitan Maj 𝄪4♯5,L1,L7,,3861,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2957,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2957,Melodic +4,L1,L7,,3865,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2963,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2963,Ionian +♭2𝄪4,L1,L7,,3877,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2965,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2965,Ionian +𝄪4,L1,L7,,3881,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2969,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2969,Scale 2969,L1,L7,,3889,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2979,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2979,Ionian +♭2♯3𝄪4,L1,L7,,3909,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2981,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2981,Noh,L1,L7,,3913,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2985,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2985,Ionian +♯23𝄪4,L1,L7,,3921,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:2993,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,2993,Ionian +♯324,L1,L7,,3937,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:3011,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,3011,7-5 rooted state 3011,L1,L7,,3973,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:3013,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,3013,Ionian +𝄪34,L1,L7,,3977,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:3017,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,3017,Scale 3017,L1,L7,,3985,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:3025,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,3025,Ionian +𝄪234,L1,L7,,4001,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:L1:L7:3041,partial_commutation_domain_asymmetry,L1 and L7 strongly commute as partial functions,3041,Scale 3041,L1,L7,,4033,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:251,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,251,Scale 251,R2,L2,251,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:253,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,253,Alt ♮25♭67,R2,L2,,253,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:379,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,379,Kaikian Mode II,R2,L2,379,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:381,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,381,Alt ♮25♭67,R2,L2,,381,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:443,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,443,Alt ♭♭5♭♭6♭♭♭7,R2,L2,443,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:445,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,445,Alt ♮2♭♭5♭6♭♭♭7,R2,L2,,445,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:475,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,475,Alt 6♭7,R2,L2,475,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:477,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,477,Alt ♮2𝄫6♭𝄫7,R2,L2,,477,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:491,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,491,Locrian ♭♭6♭♭♭7,R2,L2,491,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:493,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,493,Locrian ♮2♭♭6♭♭♭7,R2,L2,,493,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:499,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,499,Major Locrian ♭26♭7,R2,L2,499,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:505,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,505,7-3 rooted state 505,R2,L2,,505,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:635,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,635,Scale 635,R2,L2,635,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:637,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,637,Debussy's Heptatonic,R2,L2,,637,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:699,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,699,Ultralocrian 5,R2,L2,699,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:701,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,701,Alt ♮2♭♭567,R2,L2,,701,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:731,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,731,Alternating Heptamode,R2,L2,731,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:733,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,733,Superlocrian ♮2♭♭6♭♭7,R2,L2,,733,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:747,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,747,1sus4 & ♭3∅7,R2,L2,747,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:749,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,749,Locrian ♮2♭♭6♭♭7,R2,L2,,749,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:755,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,755,Ionian ♭2♭5𝄫6𝄫7,R2,L2,755,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:761,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,761,Major Locrian ♯267,R2,L2,,761,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:827,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,827,Scale 827,R2,L2,827,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:829,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,829,7-Z18 rooted state 829,R2,L2,,829,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:859,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,859,Ultralocrian,R2,L2,859,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:861,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,861,Superlocrian ♮2𝄫7,R2,L2,,861,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:875,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,875,Locrian double-flat 7,R2,L2,875,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:877,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,877,Hungarian Major Inverse,R2,L2,,877,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:883,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,883,Scale 883,R2,L2,883,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:889,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,889,Scale 889,R2,L2,,889,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:923,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,923,Alt ♮5𝄫7,R2,L2,923,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:925,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,925,Chromatic Hypodorian,R2,L2,,925,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:939,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,939,Rāga Malini,R2,L2,939,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:941,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,941,Rāga Jhankara Bhramavi,R2,L2,,941,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
commutation-domain:R2:L2:947,partial_commutation_domain_asymmetry,R2 and L2 strongly commute as partial functions,947,Scale 947,R2,L2,947,,,Only one composite order is defined. Equality on the common domain does not imply strong partial-function commutation.
